ethnicity,name,bam,bai
CHB,NA18624,/vol1/ftp/phase3/data/NA18624/exome_alignment/NA18624.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam,/vol1/ftp/phase3/data/NA18624/exome_alignment/NA18624.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam.bai
JPT,NA18997,/vol1/ftp/phase3/data/NA18997/exome_alignment/NA18997.mapped.ILLUMINA.bwa.JPT.exome.20130415.bam,/vol1/ftp/phase3/data/NA18997/exome_alignment/NA18997.mapped.ILLUMINA.bwa.JPT.exome.20130415.bam.bai
LWK,NA19439,/vol1/ftp/phase3/data/NA19439/exome_alignment/NA19439.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam,/vol1/ftp/phase3/data/NA19439/exome_alignment/NA19439.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam.bai
CHS,HG00626,/vol1/ftp/phase3/data/HG00626/exome_alignment/HG00626.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam,/vol1/ftp/phase3/data/HG00626/exome_alignment/HG00626.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam.bai
JPT,NA19006,/vol1/ftp/phase3/data/NA19006/exome_alignment/NA19006.mapped.ILLUMINA.bwa.JPT.exome.20130415.bam,/vol1/ftp/phase3/data/NA19006/exome_alignment/NA19006.mapped.ILLUMINA.bwa.JPT.exome.20130415.bam.bai
BEB,HG04177,/vol1/ftp/phase3/data/HG04177/exome_alignment/HG04177.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam,/vol1/ftp/phase3/data/HG04177/exome_alignment/HG04177.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam.bai
STU,HG03856,/vol1/ftp/phase3/data/HG03856/exome_alignment/HG03856.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03856/exome_alignment/HG03856.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
IBS,HG01771,/vol1/ftp/phase3/data/HG01771/exome_alignment/HG01771.mapped.ILLUMINA.bwa.IBS.exome.20130415.bam,/vol1/ftp/phase3/data/HG01771/exome_alignment/HG01771.mapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai
CLM,HG01365,/vol1/ftp/phase3/data/HG01365/exome_alignment/HG01365.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam,/vol1/ftp/phase3/data/HG01365/exome_alignment/HG01365.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam.bai
CHB,NA18547,/vol1/ftp/phase3/data/NA18547/exome_alignment/NA18547.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam,/vol1/ftp/phase3/data/NA18547/exome_alignment/NA18547.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam.bai
CHS,HG00451,/vol1/ftp/phase3/data/HG00451/exome_alignment/HG00451.mapped.ILLUMINA.bwa.CHS.exome.20121211.bam,/vol1/ftp/phase3/data/HG00451/exome_alignment/HG00451.mapped.ILLUMINA.bwa.CHS.exome.20121211.bam.bai
LWK,NA19468,/vol1/ftp/phase3/data/NA19468/exome_alignment/NA19468.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam,/vol1/ftp/phase3/data/NA19468/exome_alignment/NA19468.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam.bai
CDX,HG02390,/vol1/ftp/phase3/data/HG02390/exome_alignment/HG02390.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG02390/exome_alignment/HG02390.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
ACB,HG02317,/vol1/ftp/phase3/data/HG02317/exome_alignment/HG02317.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam,/vol1/ftp/phase3/data/HG02317/exome_alignment/HG02317.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam.bai
JPT,NA18960,/vol1/ftp/phase3/data/NA18960/exome_alignment/NA18960.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam,/vol1/ftp/phase3/data/NA18960/exome_alignment/NA18960.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam.bai
CHB,NA18615,/vol1/ftp/phase3/data/NA18615/exome_alignment/NA18615.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam,/vol1/ftp/phase3/data/NA18615/exome_alignment/NA18615.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam.bai
IBS,HG01702,/vol1/ftp/phase3/data/HG01702/exome_alignment/HG01702.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam,/vol1/ftp/phase3/data/HG01702/exome_alignment/HG01702.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai
KHV,HG01857,/vol1/ftp/phase3/data/HG01857/exome_alignment/HG01857.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam,/vol1/ftp/phase3/data/HG01857/exome_alignment/HG01857.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam.bai
JPT,NA18941,/vol1/ftp/phase3/data/NA18941/exome_alignment/NA18941.mapped.ILLUMINA.bwa.JPT.exome.20130415.bam,/vol1/ftp/phase3/data/NA18941/exome_alignment/NA18941.mapped.ILLUMINA.bwa.JPT.exome.20130415.bam.bai
PJL,HG03228,/vol1/ftp/phase3/data/HG03228/exome_alignment/HG03228.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03228/exome_alignment/HG03228.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam.bai
CEU,NA12155,/vol1/ftp/phase3/data/NA12155/exome_alignment/NA12155.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam,/vol1/ftp/phase3/data/NA12155/exome_alignment/NA12155.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam.bai
BEB,HG03007,/vol1/ftp/phase3/data/HG03007/exome_alignment/HG03007.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam,/vol1/ftp/phase3/data/HG03007/exome_alignment/HG03007.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam.bai
ACB,HG02332,/vol1/ftp/phase3/data/HG02332/exome_alignment/HG02332.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam,/vol1/ftp/phase3/data/HG02332/exome_alignment/HG02332.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam.bai
CHS,HG00610,/vol1/ftp/phase3/data/HG00610/exome_alignment/HG00610.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam,/vol1/ftp/phase3/data/HG00610/exome_alignment/HG00610.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam.bai
PJL,HG03022,/vol1/ftp/phase3/data/HG03022/exome_alignment/HG03022.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03022/exome_alignment/HG03022.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam.bai
ITU,HG04093,/vol1/ftp/phase3/data/HG04093/exome_alignment/HG04093.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG04093/exome_alignment/HG04093.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
YRI,NA19099,/vol1/ftp/phase3/data/NA19099/exome_alignment/NA19099.mapped.ILLUMINA.bwa.YRI.exome.20130422.bam,/vol1/ftp/phase3/data/NA19099/exome_alignment/NA19099.mapped.ILLUMINA.bwa.YRI.exome.20130422.bam.bai
BEB,HG03593,/vol1/ftp/phase3/data/HG03593/exome_alignment/HG03593.mapped.ILLUMINA.bwa.BEB.exome.20130422.bam,/vol1/ftp/phase3/data/HG03593/exome_alignment/HG03593.mapped.ILLUMINA.bwa.BEB.exome.20130422.bam.bai
TSI,NA20799,/vol1/ftp/phase3/data/NA20799/exome_alignment/NA20799.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam,/vol1/ftp/phase3/data/NA20799/exome_alignment/NA20799.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam.bai
ESN,HG03303,/vol1/ftp/phase3/data/HG03303/exome_alignment/HG03303.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam,/vol1/ftp/phase3/data/HG03303/exome_alignment/HG03303.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam.bai
CHS,HG00403,/vol1/ftp/phase3/data/HG00403/exome_alignment/HG00403.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam,/vol1/ftp/phase3/data/HG00403/exome_alignment/HG00403.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam.bai
JPT,NA19054,/vol1/ftp/phase3/data/NA19054/exome_alignment/NA19054.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam,/vol1/ftp/phase3/data/NA19054/exome_alignment/NA19054.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam.bai
CHS,HG00589,/vol1/ftp/phase3/data/HG00589/exome_alignment/HG00589.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam,/vol1/ftp/phase3/data/HG00589/exome_alignment/HG00589.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam.bai
ACB,HG02314,/vol1/ftp/phase3/data/HG02314/exome_alignment/HG02314.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam,/vol1/ftp/phase3/data/HG02314/exome_alignment/HG02314.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam.bai
MSL,HG03382,/vol1/ftp/phase3/data/HG03382/exome_alignment/HG03382.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03382/exome_alignment/HG03382.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
CEU,NA11919,/vol1/ftp/phase3/data/NA11919/exome_alignment/NA11919.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA11919/exome_alignment/NA11919.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
YRI,NA19206,/vol1/ftp/phase3/data/NA19206/exome_alignment/NA19206.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam,/vol1/ftp/phase3/data/NA19206/exome_alignment/NA19206.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam.bai
CDX,HG02179,/vol1/ftp/phase3/data/HG02179/exome_alignment/HG02179.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam,/vol1/ftp/phase3/data/HG02179/exome_alignment/HG02179.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam.bai
PEL,HG01974,/vol1/ftp/phase3/data/HG01974/exome_alignment/HG01974.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam,/vol1/ftp/phase3/data/HG01974/exome_alignment/HG01974.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam.bai
YRI,NA19225,/vol1/ftp/phase3/data/NA19225/exome_alignment/NA19225.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam,/vol1/ftp/phase3/data/NA19225/exome_alignment/NA19225.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam.bai
IBS,HG01536,/vol1/ftp/phase3/data/HG01536/exome_alignment/HG01536.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam,/vol1/ftp/phase3/data/HG01536/exome_alignment/HG01536.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai
GWD,HG03258,/vol1/ftp/phase3/data/HG03258/exome_alignment/HG03258.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam,/vol1/ftp/phase3/data/HG03258/exome_alignment/HG03258.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam.bai
LWK,NA19036,/vol1/ftp/phase3/data/NA19036/exome_alignment/NA19036.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam,/vol1/ftp/phase3/data/NA19036/exome_alignment/NA19036.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam.bai
TSI,NA20783,/vol1/ftp/phase3/data/NA20783/exome_alignment/NA20783.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam,/vol1/ftp/phase3/data/NA20783/exome_alignment/NA20783.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam.bai
KHV,HG02081,/vol1/ftp/phase3/data/HG02081/exome_alignment/HG02081.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam,/vol1/ftp/phase3/data/HG02081/exome_alignment/HG02081.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam.bai
PJL,HG02696,/vol1/ftp/phase3/data/HG02696/exome_alignment/HG02696.mapped.ILLUMINA.bwa.PJL.exome.20121211.bam,/vol1/ftp/phase3/data/HG02696/exome_alignment/HG02696.mapped.ILLUMINA.bwa.PJL.exome.20121211.bam.bai
STU,HG03943,/vol1/ftp/phase3/data/HG03943/exome_alignment/HG03943.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03943/exome_alignment/HG03943.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
MXL,NA19741,/vol1/ftp/phase3/data/NA19741/exome_alignment/NA19741.mapped.ILLUMINA.bwa.MXL.exome.20130422.bam,/vol1/ftp/phase3/data/NA19741/exome_alignment/NA19741.mapped.ILLUMINA.bwa.MXL.exome.20130422.bam.bai
PUR,HG01077,/vol1/ftp/phase3/data/HG01077/exome_alignment/HG01077.mapped.ILLUMINA.bwa.PUR.exome.20130415.bam,/vol1/ftp/phase3/data/HG01077/exome_alignment/HG01077.mapped.ILLUMINA.bwa.PUR.exome.20130415.bam.bai
LWK,NA19437,/vol1/ftp/phase3/data/NA19437/exome_alignment/NA19437.mapped.ILLUMINA.bwa.LWK.exome.20130415.bam,/vol1/ftp/phase3/data/NA19437/exome_alignment/NA19437.mapped.ILLUMINA.bwa.LWK.exome.20130415.bam.bai
MSL,HG03082,/vol1/ftp/phase3/data/HG03082/exome_alignment/HG03082.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03082/exome_alignment/HG03082.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
LWK,NA19351,/vol1/ftp/phase3/data/NA19351/exome_alignment/NA19351.mapped.ILLUMINA.bwa.LWK.exome.20130415.bam,/vol1/ftp/phase3/data/NA19351/exome_alignment/NA19351.mapped.ILLUMINA.bwa.LWK.exome.20130415.bam.bai
CDX,HG01809,/vol1/ftp/phase3/data/HG01809/exome_alignment/HG01809.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG01809/exome_alignment/HG01809.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
KHV,HG01878,/vol1/ftp/phase3/data/HG01878/exome_alignment/HG01878.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam,/vol1/ftp/phase3/data/HG01878/exome_alignment/HG01878.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam.bai
MSL,HG03064,/vol1/ftp/phase3/data/HG03064/exome_alignment/HG03064.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03064/exome_alignment/HG03064.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
GWD,HG03247,/vol1/ftp/phase3/data/HG03247/exome_alignment/HG03247.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam,/vol1/ftp/phase3/data/HG03247/exome_alignment/HG03247.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam.bai
CDX,HG00759,/vol1/ftp/phase3/data/HG00759/exome_alignment/HG00759.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam,/vol1/ftp/phase3/data/HG00759/exome_alignment/HG00759.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam.bai
ACB,HG01883,/vol1/ftp/phase3/data/HG01883/exome_alignment/HG01883.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam,/vol1/ftp/phase3/data/HG01883/exome_alignment/HG01883.mapped.ILLUMINA.bwa.ACB.exome.20121211.bam.bai
TSI,NA20524,/vol1/ftp/phase3/data/NA20524/exome_alignment/NA20524.mapped.ILLUMINA.bwa.TSI.exome.20130415.bam,/vol1/ftp/phase3/data/NA20524/exome_alignment/NA20524.mapped.ILLUMINA.bwa.TSI.exome.20130415.bam.bai
FIN,HG00274,/vol1/ftp/phase3/data/HG00274/exome_alignment/HG00274.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam,/vol1/ftp/phase3/data/HG00274/exome_alignment/HG00274.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam.bai
IBS,HG02232,/vol1/ftp/phase3/data/HG02232/exome_alignment/HG02232.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam,/vol1/ftp/phase3/data/HG02232/exome_alignment/HG02232.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam.bai
GIH,NA20870,/vol1/ftp/phase3/data/NA20870/exome_alignment/NA20870.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam,/vol1/ftp/phase3/data/NA20870/exome_alignment/NA20870.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam.bai
YRI,NA19129,/vol1/ftp/phase3/data/NA19129/exome_alignment/NA19129.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam,/vol1/ftp/phase3/data/NA19129/exome_alignment/NA19129.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam.bai
ITU,HG03772,/vol1/ftp/phase3/data/HG03772/exome_alignment/HG03772.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03772/exome_alignment/HG03772.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
PEL,HG01992,/vol1/ftp/phase3/data/HG01992/exome_alignment/HG01992.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam,/vol1/ftp/phase3/data/HG01992/exome_alignment/HG01992.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam.bai
PUR,HG01075,/vol1/ftp/phase3/data/HG01075/exome_alignment/HG01075.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam,/vol1/ftp/phase3/data/HG01075/exome_alignment/HG01075.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam.bai
CHB,NA18605,/vol1/ftp/phase3/data/NA18605/exome_alignment/NA18605.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam,/vol1/ftp/phase3/data/NA18605/exome_alignment/NA18605.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam.bai
CDX,HG01802,/vol1/ftp/phase3/data/HG01802/exome_alignment/HG01802.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG01802/exome_alignment/HG01802.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
LWK,NA19028,/vol1/ftp/phase3/data/NA19028/exome_alignment/NA19028.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam,/vol1/ftp/phase3/data/NA19028/exome_alignment/NA19028.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam.bai
CEU,NA10851,/vol1/ftp/phase3/data/NA10851/exome_alignment/NA10851.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam,/vol1/ftp/phase3/data/NA10851/exome_alignment/NA10851.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam.bai
MSL,HG03061,/vol1/ftp/phase3/data/HG03061/exome_alignment/HG03061.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03061/exome_alignment/HG03061.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
ITU,HG03882,/vol1/ftp/phase3/data/HG03882/exome_alignment/HG03882.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03882/exome_alignment/HG03882.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
CDX,HG02185,/vol1/ftp/phase3/data/HG02185/exome_alignment/HG02185.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam,/vol1/ftp/phase3/data/HG02185/exome_alignment/HG02185.mapped.ILLUMINA.bwa.CDX.exome.20130415.bam.bai
CEU,NA11931,/vol1/ftp/phase3/data/NA11931/exome_alignment/NA11931.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA11931/exome_alignment/NA11931.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
BEB,HG03917,/vol1/ftp/phase3/data/HG03917/exome_alignment/HG03917.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam,/vol1/ftp/phase3/data/HG03917/exome_alignment/HG03917.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam.bai
CHB,NA18564,/vol1/ftp/phase3/data/NA18564/exome_alignment/NA18564.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam,/vol1/ftp/phase3/data/NA18564/exome_alignment/NA18564.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam.bai
LWK,NA19451,/vol1/ftp/phase3/data/NA19451/exome_alignment/NA19451.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam,/vol1/ftp/phase3/data/NA19451/exome_alignment/NA19451.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam.bai
GIH,NA21106,/vol1/ftp/phase3/data/NA21106/exome_alignment/NA21106.mapped.ILLUMINA.bwa.GIH.exome.20130415.bam,/vol1/ftp/phase3/data/NA21106/exome_alignment/NA21106.mapped.ILLUMINA.bwa.GIH.exome.20130415.bam.bai
TSI,NA20753,/vol1/ftp/phase3/data/NA20753/exome_alignment/NA20753.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam,/vol1/ftp/phase3/data/NA20753/exome_alignment/NA20753.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam.bai
ITU,HG03872,/vol1/ftp/phase3/data/HG03872/exome_alignment/HG03872.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03872/exome_alignment/HG03872.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
CHB,NA18606,/vol1/ftp/phase3/data/NA18606/exome_alignment/NA18606.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam,/vol1/ftp/phase3/data/NA18606/exome_alignment/NA18606.mapped.ILLUMINA.bwa.CHB.exome.20121211.bam.bai
PEL,HG02285,/vol1/ftp/phase3/data/HG02285/exome_alignment/HG02285.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam,/vol1/ftp/phase3/data/HG02285/exome_alignment/HG02285.mapped.ILLUMINA.bwa.PEL.exome.20130415.bam.bai
TSI,NA20529,/vol1/ftp/phase3/data/NA20529/exome_alignment/NA20529.mapped.ILLUMINA.bwa.TSI.exome.20130415.bam,/vol1/ftp/phase3/data/NA20529/exome_alignment/NA20529.mapped.ILLUMINA.bwa.TSI.exome.20130415.bam.bai
ESN,HG03103,/vol1/ftp/phase3/data/HG03103/exome_alignment/HG03103.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam,/vol1/ftp/phase3/data/HG03103/exome_alignment/HG03103.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam.bai
GWD,HG03048,/vol1/ftp/phase3/data/HG03048/exome_alignment/HG03048.mapped.ILLUMINA.bwa.GWD.exome.20121211.bam,/vol1/ftp/phase3/data/HG03048/exome_alignment/HG03048.mapped.ILLUMINA.bwa.GWD.exome.20121211.bam.bai
FIN,HG00356,/vol1/ftp/phase3/data/HG00356/exome_alignment/HG00356.mapped.ILLUMINA.bwa.FIN.exome.20130415.bam,/vol1/ftp/phase3/data/HG00356/exome_alignment/HG00356.mapped.ILLUMINA.bwa.FIN.exome.20130415.bam.bai
PEL,HG02266,/vol1/ftp/phase3/data/HG02266/exome_alignment/HG02266.mapped.ILLUMINA.bwa.PEL.exome.20130422.bam,/vol1/ftp/phase3/data/HG02266/exome_alignment/HG02266.mapped.ILLUMINA.bwa.PEL.exome.20130422.bam.bai
CEU,NA11930,/vol1/ftp/phase3/data/NA11930/exome_alignment/NA11930.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA11930/exome_alignment/NA11930.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
ITU,HG03867,/vol1/ftp/phase3/data/HG03867/exome_alignment/HG03867.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03867/exome_alignment/HG03867.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
CEU,NA11932,/vol1/ftp/phase3/data/NA11932/exome_alignment/NA11932.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA11932/exome_alignment/NA11932.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
CDX,HG01811,/vol1/ftp/phase3/data/HG01811/exome_alignment/HG01811.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG01811/exome_alignment/HG01811.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
CDX,HG01805,/vol1/ftp/phase3/data/HG01805/exome_alignment/HG01805.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG01805/exome_alignment/HG01805.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
PEL,HG01936,/vol1/ftp/phase3/data/HG01936/exome_alignment/HG01936.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam,/vol1/ftp/phase3/data/HG01936/exome_alignment/HG01936.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam.bai
BEB,HG03814,/vol1/ftp/phase3/data/HG03814/exome_alignment/HG03814.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam,/vol1/ftp/phase3/data/HG03814/exome_alignment/HG03814.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam.bai
BEB,HG03941,/vol1/ftp/phase3/data/HG03941/exome_alignment/HG03941.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam,/vol1/ftp/phase3/data/HG03941/exome_alignment/HG03941.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam.bai
BEB,HG03905,/vol1/ftp/phase3/data/HG03905/exome_alignment/HG03905.mapped.ILLUMINA.bwa.BEB.exome.20130422.bam,/vol1/ftp/phase3/data/HG03905/exome_alignment/HG03905.mapped.ILLUMINA.bwa.BEB.exome.20130422.bam.bai
PJL,HG03636,/vol1/ftp/phase3/data/HG03636/exome_alignment/HG03636.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03636/exome_alignment/HG03636.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam.bai
KHV,HG02140,/vol1/ftp/phase3/data/HG02140/exome_alignment/HG02140.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam,/vol1/ftp/phase3/data/HG02140/exome_alignment/HG02140.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam.bai
ESN,HG03124,/vol1/ftp/phase3/data/HG03124/exome_alignment/HG03124.mapped.ILLUMINA.bwa.ESN.exome.20121211.bam,/vol1/ftp/phase3/data/HG03124/exome_alignment/HG03124.mapped.ILLUMINA.bwa.ESN.exome.20121211.bam.bai
LWK,NA19378,/vol1/ftp/phase3/data/NA19378/exome_alignment/NA19378.mapped.ILLUMINA.bwa.LWK.exome.20130415.bam,/vol1/ftp/phase3/data/NA19378/exome_alignment/NA19378.mapped.ILLUMINA.bwa.LWK.exome.20130415.bam.bai
CEU,NA12828,/vol1/ftp/phase3/data/NA12828/exome_alignment/NA12828.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA12828/exome_alignment/NA12828.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
PUR,HG01167,/vol1/ftp/phase3/data/HG01167/exome_alignment/HG01167.mapped.ILLUMINA.bwa.PUR.exome.20121211.bam,/vol1/ftp/phase3/data/HG01167/exome_alignment/HG01167.mapped.ILLUMINA.bwa.PUR.exome.20121211.bam.bai
